Temperature, metabolism, eggduration, yolkduration,growthrate,hatchingsuccess 
18.0	0.12318905725140307	64.36456031298383	97.47028756274825	0.0	0.08579999999999928
19.0	0.13203076243691794	58.70910541205818	90.94299399062389	0.0	0.2536999999999989
20.0	0.14150706741832228	53.80384531142205	84.8528137423857	0.0004999999999999449	0.39619999999999894
21.0	0.15166351962029195	49.518823476964286	79.17047464637366	0.0422999999999999	0.5133000000000004
22.0	0.16254893556388134	45.751396825319716	73.86866480069499	0.08409999999999995	0.605
23.0	0.17421563550088992	42.419572649790936	68.92190129982211	0.1258999999999999	0.6713
24.0	0.18671969488874954	39.45717753119507	64.30640775217759	0.16769999999999985	0.7122000000000003
25.0	0.2001212139146353	36.81030223442729	60.0	0.2094999999999999	0.7276999999999998
26.0	0.21448460636425487	34.43465000263836	55.981979492208445	0.25129999999999997	0.7177999999999998
27.0	0.22987890922375132	32.29353408445737	52.23303379776745	0.29309999999999986	0.6824999999999989
28.0	0.2463781145028062	30.356348269380604	48.73514378137414	0.3348999999999999	0.6218000000000007
29.0	0.2640615248738359	28.597386407931026	45.471496995311945	0.3766999999999999	0.5357000000000016
